number,id,name,collection_number,series_number,series_name,render_mode,default_scale,surfaces,device_requirements,breath_coupling,continuous,has_resolution,structural_score,triage_tier,complexity_band,dominant_inputs,sensory_profile,resolution_profile,therapeutic_jobs,physics_tags,heat_fit,navicue_fit,journey_fit,insight_fit,practice_fit,repetition_cluster_size,refinement_priority,refinement_reasons,matching_tags
464,kaleidoscope-source,The Kaleidoscope Source Engine,5,47,The Mirror World,canvas,full,pinchable,haptics,none,true,true,7,composition-sensitive,simple,pinch,visual|touch|haptics,field-recompose,perspective|identity|boundary,optical|acoustic|fluid,low-heat,medium,high,high,high,30,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:low-heat|input:pinch|job:boundary|job:identity|job:perspective|physics:acoustic|physics:fluid|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
465,puppet-strings,The Puppet Strings Engine,5,47,The Mirror World,canvas,full,draggable|swipeable,haptics,none,false,true,7,composition-sensitive,simple,swipe|drag,visual|touch|haptics,seal,identity|boundary|perspective,optical|gravitational|structural,low-heat,medium,medium,medium,high,7,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|input:swipe|job:boundary|job:identity|job:perspective|physics:gravitational|physics:optical|physics:structural|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
466,judgment-return,The Judgment Return Engine,5,47,The Mirror World,canvas,full,draggable|holdable,haptics,none,false,true,7,composition-sensitive,simple,drag|hold,visual|touch|haptics,state-morph,identity|perspective|release,optical|fluid|subtractive,high-heat,medium,medium,medium,high,3,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:high-heat|input:drag|input:hold|job:identity|job:perspective|job:release|physics:fluid|physics:optical|physics:subtractive|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
467,prison-wall-melt,The Prison Wall Engine,5,47,The Mirror World,canvas,full,tappable|holdable,haptics,none,true,true,8,hero-candidate,simple,hold|tap,visual|touch|haptics,field-recompose,identity|boundary|perspective,optical|fluid|structural,high-heat,high,high,high,high,3,low,,complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-high|fit:practice-high|heat:high-heat|input:hold|input:tap|job:boundary|job:identity|job:perspective|physics:fluid|physics:optical|physics:structural|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
468,superiority-shadow,The Superiority Shadow Engine,5,47,The Mirror World,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,identity|perspective|boundary,optical|network|subtractive,low-heat,medium,high,high,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|job:boundary|job:identity|job:perspective|physics:network|physics:optical|physics:subtractive|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
469,asymmetric-reconciliation,The Asymmetric Reconciliation Engine,5,47,The Mirror World,canvas,full,drawable,haptics,none,true,true,7,composition-sensitive,simple,draw,visual|touch|haptics,field-recompose,identity|perspective|boundary,optical|acoustic|fluid,low-heat,medium,high,high,high,11,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:low-heat|input:draw|job:boundary|job:identity|job:perspective|physics:acoustic|physics:fluid|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
470,projection-unification,The Projection Unification Engine,5,47,The Mirror World,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,seal,identity|perspective|boundary,optical|acoustic|fluid,low-heat,medium,high,high,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|job:boundary|job:identity|job:perspective|physics:acoustic|physics:fluid|physics:optical|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
471,non-orientable-surface,The Non-Orientable Surface Engine,5,48,The Klein Bottle,canvas,full,draggable|observable,haptics,none,false,true,7,composition-sensitive,simple,drag|observe,visual|touch|haptics,field-recompose,boundary|identity|release,fluid|network|optical,low-heat,medium,medium,high,high,3,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|input:observe|job:boundary|job:identity|job:release|physics:fluid|physics:network|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
472,finger-trap,The Finger Trap Engine,5,48,The Klein Bottle,canvas,full,draggable,haptics,none,false,true,6,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,boundary|identity|release,network|fluid|optical,low-heat,medium,medium,medium,high,59,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|job:boundary|job:identity|job:release|physics:fluid|physics:network|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
473,quicksand-still,The Quicksand Engine,5,48,The Klein Bottle,canvas,full,draggable|observable,haptics,none,true,true,8,hero-candidate,simple,drag|observe,visual|touch|haptics,field-recompose,boundary|identity|perspective,fluid|gravitational|network,mid-heat,high,high,high,high,8,low,,complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-high|fit:practice-high|heat:mid-heat|input:drag|input:observe|job:boundary|job:identity|job:perspective|physics:fluid|physics:gravitational|physics:network|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
474,boundary-illusion,The Boundary Illusion Engine,5,48,The Klein Bottle,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,boundary|identity|perspective,network|optical|fluid,low-heat,medium,high,high,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|job:boundary|job:identity|job:perspective|physics:fluid|physics:network|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
475,recursive-maze,The Recursive Maze Engine,5,48,The Klein Bottle,canvas,full,draggable|pinchable,haptics,none,false,true,7,composition-sensitive,simple,pinch|drag,visual|touch|haptics,field-recompose,boundary|perspective|focus,fluid|optical|structural,low-heat,medium,medium,high,high,5,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|input:pinch|job:boundary|job:focus|job:perspective|physics:fluid|physics:optical|physics:structural|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
476,elastic-resentment,The Elastic Resentment Engine,5,48,The Klein Bottle,canvas,full,draggable|observable,haptics,none,true,true,8,hero-candidate,simple,drag|observe,visual|touch|haptics,field-recompose,boundary|identity|release,network|fluid|optical,low-heat,high,high,high,high,8,low,,complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-high|fit:practice-high|heat:low-heat|input:drag|input:observe|job:boundary|job:identity|job:release|physics:fluid|physics:network|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
477,impossible-container,The Impossible Container Engine,5,48,The Klein Bottle,canvas,full,swipeable|observable,haptics,none,true,true,8,hero-candidate,simple,swipe|observe,visual|touch|haptics,field-recompose,boundary|identity|perspective,fluid|optical|gravitational,low-heat,high,high,high,high,1,low,,complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-high|fit:practice-high|heat:low-heat|input:observe|input:swipe|job:boundary|job:identity|job:perspective|physics:fluid|physics:gravitational|physics:optical|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
478,undertow-surrender,The Undertow Surrender Engine,5,48,The Klein Bottle,canvas,full,swipeable|observable,haptics,none,false,true,7,composition-sensitive,simple,swipe|observe,visual|touch|haptics,field-recompose,regulation|boundary|identity,fluid|network|gravitational,broad,medium,medium,high,high,3,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:observe|input:swipe|job:boundary|job:identity|job:regulation|physics:fluid|physics:gravitational|physics:network|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
479,shadow-knot-heal,The Shadow Knot Engine,5,48,The Klein Bottle,canvas,focus,observable,haptics,none,true,true,5,composition-sensitive,simple,observe,visual|haptics,field-recompose,boundary|identity|agency,fluid|optical|gravitational,low-heat,medium,medium,high,high,3,high,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:observe|job:agency|job:boundary|job:identity|physics:fluid|physics:gravitational|physics:optical|resolution:field-recompose|sensor:haptics|sensor:visual
480,glass-ceiling-fall,The Glass Ceiling Engine,5,48,The Klein Bottle,canvas,full,swipeable|gyroscopic,haptics|gyroscope,none,false,true,8,hero-candidate,moderate,tilt|swipe,visual|touch|haptics|tilt,field-recompose,boundary|identity|release,gravitational|subtractive|fluid,low-heat,high,medium,low,medium,1,low,,complexity:moderate|fit:insight-low|fit:journey-medium|fit:navicue-high|fit:practice-medium|heat:low-heat|input:swipe|input:tilt|job:boundary|job:identity|job:release|physics:fluid|physics:gravitational|physics:subtractive|resolution:field-recompose|sensor:haptics|sensor:tilt|sensor:touch|sensor:visual
481,freefall-bedrock,The Freefall Bedrock Engine,5,49,The Abyssal Anchor,canvas,full,holdable|observable,haptics,none,false,true,7,composition-sensitive,simple,hold|observe,visual|touch|haptics,seal,regulation|release|identity,gravitational|network|subtractive,high-heat,medium,medium,high,high,4,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:high-heat|input:hold|input:observe|job:identity|job:regulation|job:release|physics:gravitational|physics:network|physics:subtractive|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
482,crushing-depth,The Crushing Depth Engine,5,49,The Abyssal Anchor,canvas,full,draggable|observable,haptics,none,true,true,8,hero-candidate,simple,drag|observe,visual|touch|haptics,seal,regulation|release|identity,thermal|gravitational|network,mid-heat,high,high,high,high,8,low,,complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-high|fit:practice-high|heat:mid-heat|input:drag|input:observe|job:identity|job:regulation|job:release|physics:gravitational|physics:network|physics:thermal|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
483,void-deprivation,The Void Deprivation Engine,5,49,The Abyssal Anchor,canvas,full,holdable|observable,haptics,none,true,true,8,hero-candidate,simple,hold|observe,visual|touch|haptics,seal,identity|regulation|release,subtractive|gravitational|thermal,high-heat,high,high,medium,high,7,low,,complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-high|fit:practice-high|heat:high-heat|input:hold|input:observe|job:identity|job:regulation|job:release|physics:gravitational|physics:subtractive|physics:thermal|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
484,heavy-anchor-ground,The Heavy Anchor Engine,5,49,The Abyssal Anchor,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,seal,regulation|boundary|identity,gravitational|structural|thermal,broad,medium,high,medium,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:broad|input:drag|job:boundary|job:identity|job:regulation|physics:gravitational|physics:structural|physics:thermal|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
